1, (344,526), (344,527)
2, (863,895), (863,893)
2, (473,689), (471,689)
3, (354,232), (352,233)
3, (536,616), (538,617)
3, (289,957), (291,958)
3, (852,19), (850,20)
3, (775,711), (774,713)
3, (810,780), (810,783)
3, (586,6), (588,5)
3, (854,291), (853,289)
4, (260,955), (263,956)
4, (843,902), (846,901)
4, (727,136), (729,134)
4, (150,622), (146,622)
4, (479,280), (478,277)
4, (344,720), (348,720)
4, (602,755), (603,752)
4, (777,466), (776,469)
5, (640,985), (637,987)
5, (378,854), (375,852)
5, (102,532), (99,530)
5, (209,263), (206,265)
5, (578,622), (582,621)
5, (154,667), (158,668)
5, (227,80), (231,81)
5, (967,909), (966,913)
5, (548,934), (545,932)
5, (107,926), (108,922)
5, (733,961), (728,961)
5, (490,285), (485,285)
5, (426,242), (422,243)
5, (134,408), (138,409)
5, (215,229), (211,230)
6, (961,747), (960,742)
6, (401,824), (400,819)
6, (76,576), (72,574)
6, (647,977), (645,973)
6, (858,472), (861,475)
6, (231,81), (231,75)
6, (951,654), (952,649)
6, (490,285), (490,291)
6, (927,896), (926,901)
6, (810,634), (811,629)
7, (794,10), (788,9)
7, (517,514), (521,511)
7, (788,46), (788,39)
7, (155,557), (160,555)
7, (294,431), (299,433)
7, (131,27), (130,21)
7, (719,150), (723,147)
7, (46,584), (42,581)
7, (46,584), (48,589)
7, (503,363), (508,361)
7, (602,755), (608,756)
7, (402,553), (397,555)
7, (993,114), (989,111)
7, (846,30), (843,34)
7, (310,404), (307,408)
8, (246,164), (245,171)
8, (263,338), (258,341)
8, (612,900), (611,893)
8, (132,365), (136,361)
8, (715,465), (718,460)
8, (18,733), (12,731)
8, (834,124), (841,125)
8, (538,875), (545,874)
8, (994,875), (986,875)
8, (467,693), (471,689)
8, (683,316), (676,317)
8, (559,909), (553,907)
8, (733,321), (731,327)
8, (945,571), (938,572)
9, (352,940), (347,936)
9, (390,5), (394,10)
9, (436,148), (436,157)
9, (598,214), (595,220)
9, (918,896), (927,896)
9, (227,80), (231,75)
9, (913,543), (912,551)
9, (257,251), (252,247)
9, (539,867), (538,875)
9, (87,697), (90,691)
9, (961,917), (966,913)
9, (608,756), (603,752)
9, (266,795), (261,791)
9, (800,929), (802,922)
9, (620,301), (620,310)
9, (310,404), (301,404)
9, (100,14), (99,6)
9, (937,980), (940,986)
10, (975,407), (970,412)
10, (98,808), (103,803)
10, (66,541), (61,536)
10, (83,466), (90,463)
10, (159,456), (160,465)
10, (467,693), (473,689)
10, (358,121), (359,130)
10, (660,171), (654,167)
10, (382,747), (379,754)
10, (281,910), (288,907)
10, (267,881), (257,881)
10, (367,530), (362,525)
10, (967,516), (962,511)
10, (301,404), (307,408)
10, (204,107), (199,102)
10, (17,658), (11,662)
11, (909,755), (899,754)
11, (767,662), (757,663)
11, (606,825), (613,829)
11, (970,412), (962,409)
11, (466,608), (467,618)
11, (786,78), (781,72)
11, (940,411), (944,418)
11, (37,67), (39,58)
11, (174,77), (165,79)
11, (993,125), (993,114)
11, (705,983), (710,989)
11, (338,152), (334,145)
11, (35,891), (28,887)
11, (99,530), (100,520)
11, (479,280), (485,285)
11, (237,877), (226,877)
11, (880,875), (870,876)
11, (188,746), (196,749)
