(6,192)
(101,451)
(340,77)
(30,418)
(176,222)
(382,479)
(24,353)
(481,421)
(241,476)
(306,169)
(340,180)
(367,54)
(387,288)
(244,239)
(430,375)
(100,460)
(491,354)
(286,330)
(3,298)
(331,243)
(276,66)
(426,499)
(99,113)
(332,473)
(58,90)
(247,142)
(414,228)
(489,151)
(22,261)
(343,213)
(98,9)
(463,278)
(489,416)
(436,422)
(49,251)
(146,440)
(468,82)
(237,478)
(71,284)
(179,235)
(129,127)
(140,136)
(219,429)
(281,84)
(92,334)
(230,57)
(481,38)
(299,147)
(460,101)
(333,396)
(117,265)
(150,289)
(142,74)
(427,188)
(488,64)
(71,288)
(256,324)
(138,207)
(276,159)
(295,270)
(339,178)
(4,472)
(161,437)
(497,243)
(428,134)
(220,105)
(359,300)
(28,420)
(46,465)
(448,359)
(478,220)
(459,225)
(261,398)
(176,40)
(124,2)
(110,494)
(238,280)
(298,145)
(247,109)
(170,225)
(214,322)
(491,42)
(116,263)
(83,104)
(150,432)
(86,20)
(226,180)
(111,431)
(310,411)
(249,401)
(434,47)
(194,56)
(247,495)
(103,450)
(144,73)
(388,470)
(384,91)
(44,242)
(414,190)
(442,32)
(352,367)
(94,81)
(66,437)
(489,113)
(16,427)
(454,253)
(290,321)
(22,479)
(282,317)
(414,464)
(255,318)
(118,74)
(136,357)
(335,328)
(294,138)
(278,297)
(246,363)
(200,405)
(113,346)
(157,16)
(170,462)
(339,172)
(209,319)
(488,399)
(340,235)
(379,74)
(13,273)
(490,170)
(133,198)
(435,243)
(421,354)
(229,22)
(35,129)
(39,428)
(248,282)
(169,147)
(61,294)
(316,166)
(118,410)
(381,393)
(328,149)
(500,103)
(42,317)
(381,411)
(152,170)
(16,8)
(320,172)
(467,182)
(177,114)
(76,58)
(251,185)
(273,96)
(77,32)
(78,95)
(334,448)
(325,390)
(394,242)
(262,32)
(314,222)
(279,103)
(72,429)
(486,334)
(387,450)
(372,169)
(82,339)
(37,215)
(331,167)
(395,188)
(324,384)
(373,160)
(116,355)
(305,151)
(342,447)
(425,463)
(376,40)
(495,369)
(289,273)
(43,379)
(345,461)
(340,355)
(156,18)
(376,58)
(197,464)
(488,357)
(165,341)
(96,418)
(182,192)
(435,372)
(76,21)
(498,397)
(414,300)
(6,227)
(407,242)
(164,246)
(397,494)
(235,315)
(112,92)
(158,59)
(309,377)
(47,380)
(434,408)
(461,334)
(169,244)
(317,79)
(116,327)
(286,82)
(465,233)
(385,460)
(423,105)
(3,324)
(187,243)
(315,401)
(300,120)
(343,100)
(52,454)
(174,62)
(295,459)
(114,267)
(417,314)
(494,497)
(235,404)
(38,412)
(286,248)
(396,138)
(474,39)
(400,99)
(316,276)
(478,9)
(193,452)
(106,155)
(197,13)
(368,417)
(425,295)
(79,314)
(22,179)
(304,14)
(140,400)
(93,50)
(157,480)
(221,245)
(458,81)
(83,131)
(434,483)
(208,180)
(8,240)
(436,34)
(404,338)
(61,264)
(104,64)
(57,370)
(279,343)
(416,159)
(37,428)
(1,227)
(288,28)
(458,341)
(363,180)
(131,440)
(490,400)
(304,130)
(467,17)
(41,403)
(214,474)
(369,357)
(22,133)
(77,78)
(8,244)
(38,114)
(388,483)
(38,361)
(479,85)
(427,303)
(470,45)
(115,342)
(348,266)
(205,483)
(352,416)
(64,278)
(126,500)
(355,171)
(282,348)
(400,331)
(46,486)
(488,453)
(263,362)
(134,59)
(111,66)
(194,82)
(185,253)
(428,29)
(345,489)
(444,284)
(121,116)
(483,212)
(192,176)
(294,434)
(402,394)
(467,133)
(423,197)
(200,27)
(15,390)
(142,40)
(495,307)
(252,82)
(407,203)
(35,322)
(244,325)
(143,22)
(160,191)
(141,107)
(197,487)
(98,374)
(345,102)
(417,365)
(441,484)
(63,380)
(19,355)
(214,423)
(311,374)
(178,119)
(190,84)
(438,195)
(234,118)
(262,189)
(143,399)
(141,466)
(44,384)
(237,281)
(376,485)
(84,197)
(369,171)
(484,158)
(32,168)
(114,228)
(172,169)
(81,60)
(259,85)
(479,326)
(475,463)
(164,85)
(200,255)
(6,124)
(111,177)
(481,106)
(35,47)
(411,456)
(458,150)
(386,143)
(416,4)
(400,145)
(194,49)
(69,36)
(79,257)
(482,354)
(102,231)
(429,208)
(74,169)
(392,326)
(98,346)
(281,318)
(407,305)
(157,32)
(255,464)
(179,316)
(88,207)
(124,102)
(206,153)
(431,280)
(335,303)
(305,150)
(369,314)
(376,210)
(410,324)
(228,442)
(395,52)
(150,123)
(97,358)
(394,483)
(218,10)
(478,86)
(302,418)
(403,321)
(427,13)
(25,226)
(367,255)
(373,69)
(282,287)
(177,103)
(394,110)
(114,303)
(222,492)
(45,478)
(259,160)
(295,333)
(249,137)
(51,292)
(141,204)
(465,8)
(68,470)
(164,187)
(474,93)
(163,79)
(164,434)
(91,477)
(334,55)
(7,87)
(97,380)
(156,286)
(481,253)
(328,160)
(449,130)
(430,126)
(31,291)
(150,1)
(347,277)
(216,184)
(297,38)
(133,424)
(371,323)
(277,68)
(176,22)
(218,229)
(475,169)
(488,99)
(276,356)
(33,220)
(237,126)
(83,306)
(323,40)
(80,142)
(347,16)
(300,429)
(234,493)
(482,469)
(192,496)
(38,447)
(401,90)
(500,212)
(98,52)
(428,443)
(423,99)
(174,447)
(74,369)
(239,427)
(449,246)
(447,313)
(50,268)
(120,354)
(277,310)
(231,352)
(228,36)
(475,420)
(489,95)
(162,194)
(498,399)
(216,421)
(130,278)
(486,16)
(163,37)
(282,146)
(388,393)
(37,306)
(166,191)
(366,374)
(277,296)
(456,11)
(18,283)
(379,173)
(458,237)
(336,458)
(472,239)
(324,93)
(204,186)
(79,173)
(202,414)
(428,159)
(130,264)
(349,451)
(47,229)
(152,4)
(93,354)
(272,204)
(328,95)
(199,210)
(430,250)
(68,126)
(76,139)
(114,260)
(426,136)
(369,239)
(291,338)
(248,367)
(302,496)
(160,492)
(105,315)
(256,209)
(327,498)
(299,427)
(82,420)
(13,79)
