1, (68,96), (68,95)
1, (713,730), (714,730)
2, (917,313), (918,312)
2, (171,621), (173,621)
2, (548,589), (549,588)
2, (217,812), (217,814)
2, (330,383), (328,383)
3, (453,480), (453,483)
3, (895,712), (893,713)
3, (771,901), (770,903)
3, (165,533), (163,532)
3, (206,188), (208,189)
4, (195,607), (196,604)
4, (554,89), (557,88)
4, (521,688), (521,692)
4, (521,692), (524,693)
4, (585,233), (584,236)
5, (705,417), (706,421)
5, (719,62), (722,60)
5, (664,760), (666,763)
5, (65,524), (60,524)
5, (601,391), (598,393)
5, (745,123), (749,124)
5, (590,934), (586,935)
5, (437,434), (435,431)
6, (330,298), (333,295)
6, (118,234), (114,236)
6, (12,347), (13,342)
6, (370,985), (370,991)
6, (755,813), (754,808)
6, (250,747), (246,749)
6, (631,857), (626,856)
6, (428,491), (429,496)
6, (988,665), (986,661)
6, (307,908), (303,910)
6, (965,346), (963,350)
6, (629,878), (625,880)
7, (772,341), (770,346)
7, (792,220), (788,223)
7, (67,431), (61,432)
7, (244,85), (242,90)
7, (966,865), (970,862)
7, (987,897), (993,896)
7, (342,602), (341,608)
7, (115,418), (114,412)
7, (360,441), (364,438)
7, (162,223), (155,223)
7, (165,475), (171,474)
7, (362,485), (358,482)
7, (734,491), (733,485)
7, (610,800), (615,798)
7, (826,680), (825,674)
7, (229,926), (228,920)
8, (623,514), (630,515)
8, (252,85), (244,85)
8, (180,447), (178,453)
8, (609,847), (614,844)
8, (440,336), (436,332)
8, (776,807), (781,804)
8, (521,688), (524,693)
8, (521,692), (514,693)
8, (399,168), (393,166)
8, (3,595), (8,592)
8, (372,963), (366,965)
8, (37,555), (39,561)
8, (755,556), (751,552)
8, (402,409), (401,416)
8, (105,977), (99,975)
8, (945,506), (937,506)
8, (226,127), (226,135)
8, (578,172), (584,174)
9, (992,888), (993,896)
9, (913,227), (914,235)
9, (674,973), (672,966)
9, (13,199), (8,203)
9, (778,260), (772,257)
9, (610,402), (614,407)
9, (365,957), (366,965)
9, (671,659), (665,656)
9, (731,520), (735,525)
9, (293,652), (301,651)
10, (723,485), (733,485)
10, (974,740), (964,740)
10, (864,963), (861,970)
10, (454,588), (461,585)
10, (273,405), (278,410)
10, (9,979), (3,975)
10, (296,407), (305,406)
10, (703,101), (703,91)
10, (755,813), (746,812)
10, (585,96), (579,92)
10, (167,615), (171,621)
10, (951,579), (943,577)
10, (26,606), (21,611)
10, (893,973), (888,968)
10, (59,118), (60,109)
10, (524,693), (514,693)
10, (626,866), (626,856)
10, (972,568), (980,566)
10, (972,568), (963,569)
10, (39,561), (41,569)
11, (541,593), (548,589)
11, (642,514), (641,524)
11, (895,712), (904,710)
11, (432,825), (442,826)
11, (648,659), (648,648)
11, (291,925), (292,935)
11, (328,731), (327,721)
11, (63,275), (64,265)
11, (554,89), (544,88)
11, (175,461), (178,453)
11, (60,636), (63,628)
11, (951,803), (959,806)
11, (560,42), (550,43)
11, (557,88), (562,94)
11, (69,917), (69,928)
11, (71,46), (65,51)
11, (381,908), (387,903)
11, (21,611), (24,619)
11, (334,415), (334,426)
11, (713,730), (702,730)
11, (962,360), (963,350)
11, (963,580), (963,569)
11, (231,270), (229,261)
11, (584,236), (581,244)
11, (961,227), (956,233)
11, (918,269), (914,262)
11, (340,624), (348,627)
12, (690,339), (692,329)
12, (360,944), (360,932)
12, (455,656), (466,655)
12, (214,476), (223,473)
12, (603,535), (602,524)
12, (791,595), (791,607)
12, (746,812), (754,808)
12, (945,630), (938,625)
12, (506,713), (499,718)
12, (245,13), (245,25)
12, (167,615), (173,621)
12, (631,857), (640,860)
12, (765,554), (755,556)
12, (521,688), (514,693)
12, (815,640), (814,629)
12, (959,806), (965,812)
12, (857,861), (867,863)
12, (702,730), (714,730)
12, (191,100), (194,109)
12, (313,830), (317,822)
12, (956,233), (949,238)
12, (264,1), (275,0)
12, (807,499), (810,508)
12, (291,357), (283,353)
13, (924,506), (937,506)
13, (723,485), (721,496)
13, (653,667), (648,659)
13, (541,593), (549,588)
13, (642,514), (630,515)
13, (864,963), (877,963)
13, (231,143), (226,135)
13, (472,870), (466,863)
13, (970,849), (970,862)
13, (847,86), (846,74)
13, (554,89), (562,94)
13, (951,579), (963,580)
13, (725,608), (715,611)
13, (486,335), (479,329)
13, (365,957), (372,963)
13, (425,100), (421,91)
13, (803,634), (792,636)
13, (200,759), (196,750)
13, (557,88), (544,88)
13, (935,165), (931,174)
13, (466,863), (465,851)
13, (315,903), (307,908)
13, (64,265), (51,265)
13, (388,60), (383,68)
13, (168,824), (177,828)
13, (107,827), (102,835)
13, (484,706), (494,709)
13, (779,47), (786,53)
14, (992,888), (987,897)
14, (892,657), (898,649)
14, (638,126), (649,129)
14, (727,729), (714,730)
14, (806,887), (795,884)
14, (806,887), (799,894)
14, (309,108), (303,116)
14, (938,804), (951,803)
14, (703,101), (711,107)
14, (16,586), (8,592)
14, (199,698), (210,701)
14, (22,247), (16,239)
14, (208,392), (209,405)
14, (709,535), (721,533)
14, (382,414), (385,403)
14, (206,188), (193,187)
14, (653,993), (663,997)
14, (623,597), (621,609)
14, (778,260), (783,269)
14, (648,648), (655,641)
14, (631,857), (626,866)
14, (893,713), (904,710)
14, (412,893), (409,882)
14, (712,659), (702,655)
14, (655,641), (666,638)
14, (461,585), (462,572)
14, (867,617), (880,618)
14, (795,884), (799,894)
14, (419,982), (426,975)
14, (499,718), (494,709)
14, (194,109), (188,117)
14, (489,362), (496,369)
14, (97,497), (111,497)
14, (812,712), (820,706)
15, (438,105), (434,94)
15, (905,641), (898,649)
15, (727,729), (713,730)
15, (134,718), (128,709)
15, (434,94), (425,100)
15, (252,85), (242,90)
15, (558,105), (562,94)
15, (605,316), (591,317)
15, (653,993), (648,983)
15, (507,31), (522,31)
15, (648,648), (645,636)
15, (664,760), (651,758)
15, (701,669), (702,655)
15, (26,606), (24,619)
15, (425,100), (423,113)
15, (200,759), (208,766)
15, (468,411), (453,411)
15, (626,866), (629,878)
15, (626,866), (625,880)
15, (655,641), (645,636)
15, (216,948), (224,941)
15, (585,233), (581,244)
15, (193,656), (202,662)
15, (650,855), (640,860)
15, (921,805), (925,816)
16, (557,596), (548,589)
16, (557,596), (549,588)
16, (192,202), (193,187)
16, (905,641), (918,638)
16, (434,94), (421,91)
16, (752,269), (762,275)
16, (472,736), (486,734)
16, (153,964), (159,954)
16, (13,199), (12,184)
16, (966,865), (956,859)
16, (575,836), (589,834)
16, (506,713), (494,709)
16, (475,317), (479,329)
16, (195,66), (185,60)
16, (765,554), (751,552)
16, (75,620), (67,612)
16, (162,764), (170,756)
16, (412,893), (415,906)
16, (803,634), (814,629)
16, (823,738), (837,736)
16, (364,60), (355,67)
16, (596,954), (583,951)
16, (888,968), (877,963)
16, (128,668), (116,664)
