1, (132,789), (131,789)
2, (258,607), (258,609)
2, (191,134), (191,132)
2, (789,758), (790,757)
2, (927,557), (927,555)
2, (930,427), (929,428)
2, (948,857), (949,858)
3, (961,244), (962,246)
3, (82,782), (81,784)
3, (251,488), (252,486)
3, (307,504), (307,507)
3, (325,935), (328,935)
4, (511,691), (513,689)
4, (728,954), (727,957)
4, (220,897), (224,897)
4, (268,456), (265,455)
4, (899,798), (902,797)
4, (629,937), (629,941)
4, (961,894), (959,896)
4, (420,268), (419,271)
4, (380,432), (380,436)
4, (18,526), (17,529)
4, (304,204), (306,206)
4, (515,5), (517,3)
4, (254,589), (254,593)
4, (643,675), (646,674)
4, (643,675), (642,672)
5, (664,817), (669,817)
5, (467,746), (469,743)
5, (538,927), (541,929)
5, (53,522), (56,520)
5, (880,351), (880,346)
5, (563,391), (558,391)
5, (117,287), (116,283)
5, (224,897), (224,892)
5, (410,269), (410,264)
5, (739,831), (741,828)
5, (229,575), (227,578)
5, (202,504), (200,501)
5, (425,15), (429,16)
5, (880,930), (875,930)
6, (664,952), (658,952)
6, (877,934), (875,930)
6, (621,702), (615,702)
6, (682,959), (677,958)
6, (375,709), (376,704)
6, (739,837), (739,831)
6, (873,270), (870,273)
6, (82,782), (76,782)
6, (72,321), (67,322)
6, (197,711), (198,706)
6, (854,450), (859,449)
6, (856,245), (852,247)
6, (718,306), (722,308)
6, (763,237), (765,241)
6, (464,770), (460,772)
6, (731,238), (727,236)
6, (646,674), (642,672)
7, (877,934), (880,930)
7, (672,504), (676,501)
7, (837,575), (842,577)
7, (468,825), (466,820)
7, (81,784), (76,782)
7, (171,49), (168,45)
7, (843,60), (848,58)
7, (480,232), (475,230)
7, (898,238), (905,238)
7, (479,20), (478,26)
7, (306,864), (309,868)
7, (224,3), (217,3)
7, (700,322), (699,328)
7, (733,618), (739,619)
8, (61,378), (62,371)
8, (625,38), (618,37)
8, (767,117), (774,118)
8, (267,944), (266,951)
8, (949,492), (944,489)
8, (7,188), (14,187)
8, (856,245), (858,251)
8, (153,874), (157,870)
8, (288,317), (282,319)
8, (940,737), (944,741)
8, (37,387), (39,393)
8, (254,780), (248,782)
8, (293,41), (285,41)
8, (96,63), (89,64)
9, (621,702), (625,707)
9, (220,897), (224,892)
9, (97,179), (89,178)
9, (138,985), (142,980)
9, (28,555), (25,561)
9, (454,658), (452,651)
9, (408,839), (404,844)
9, (126,307), (123,313)
9, (323,601), (317,598)
9, (401,264), (410,264)
9, (669,549), (671,542)
9, (623,135), (624,127)
9, (464,255), (468,250)
9, (177,2), (177,11)
