(347,104)
(676,679)
(156,634)
(736,315)
(538,974)
(95,148)
(868,849)
(498,236)
(61,244)
(587,174)
(237,488)
(116,189)
(882,527)
(738,352)
(115,233)
(175,751)
(348,593)
(843,136)
(601,621)
(18,956)
(283,860)
(373,259)
(719,994)
(974,201)
(263,235)
(161,605)
(249,300)
(608,916)
(884,164)
(694,412)
(395,125)
(407,90)
(636,489)
(943,506)
(496,195)
(884,191)
(229,605)
(459,820)
(586,79)
(942,797)
(365,358)
(31,769)
(692,524)
(424,453)
(333,671)
(330,28)
(302,347)
(527,694)
(478,262)
(656,961)
(503,593)
(800,569)
(901,383)
(107,126)
(217,334)
(822,993)
(17,974)
(491,884)
(451,848)
(272,944)
(832,530)
(937,821)
(104,66)
(698,823)
(599,673)
(288,897)
(287,843)
(600,647)
(295,289)
(617,727)
(157,68)
(430,352)
(951,96)
(750,204)
(460,362)
(979,176)
(929,584)
(566,114)
(522,593)
(997,319)
(779,496)
(300,907)
(247,236)
(237,451)
(382,680)
(210,595)
(715,987)
(652,568)
(270,902)
(56,137)
(393,564)
(699,661)
(907,272)
(147,404)
(980,113)
(629,920)
(847,743)
(789,164)
(256,994)
(696,601)
(892,512)
(185,561)
(540,609)
(127,300)
(946,641)
(732,779)
(837,743)
(293,341)
(757,961)
(640,49)
(88,67)
(422,748)
(424,919)
(992,873)
(744,771)
(67,947)
(677,62)
(532,223)
(948,705)
(764,466)
(652,801)
(58,480)
(463,547)
(401,572)
(438,710)
(992,64)
(587,424)
(90,521)
(356,402)
(355,294)
(634,612)
(953,639)
(897,586)
(738,184)
(141,770)
(437,741)
(156,749)
(128,251)
(175,201)
(530,438)
(597,348)
(452,82)
(955,959)
(659,808)
(349,911)
(71,656)
(69,875)
(902,157)
(641,125)
(252,560)
(675,770)
(348,375)
(365,217)
(697,965)
(765,843)
(842,538)
(668,749)
(829,855)
(198,723)
(275,418)
(484,183)
(105,928)
(217,831)
(679,776)
(756,471)
(159,481)
(293,722)
(766,417)
(499,827)
(992,351)
(972,531)
(481,284)
(728,381)
(128,920)
(214,178)
(477,390)
(290,582)
(922,539)
(779,54)
(658,182)
(339,456)
(694,922)
(614,252)
(436,892)
(584,916)
(38,65)
(571,717)
(539,365)
(295,880)
(563,66)
(247,86)
(651,664)
(700,211)
(484,169)
(205,843)
(947,168)
(449,965)
(642,624)
(691,489)
(180,270)
(671,13)
(415,325)
(974,679)
(785,282)
(665,854)
(161,9)
(201,985)
(99,461)
(557,256)
(854,470)
(91,606)
(304,750)
(245,8)
(111,682)
(941,785)
(916,45)
(856,418)
(177,398)
(496,273)
(325,144)
(94,629)
(522,420)
(530,522)
(541,671)
(149,583)
(555,188)
(721,638)
(520,984)
(246,354)
(190,831)
(294,403)
(879,437)
(365,463)
(941,232)
(962,453)
(424,131)
(956,1)
(837,678)
(739,808)
(83,741)
(486,600)
(720,111)
(820,198)
(338,55)
(674,907)
(571,177)
(840,311)
(614,624)
(244,447)
(984,733)
(301,173)
(992,179)
(87,738)
(116,774)
(383,233)
(982,907)
(964,355)
(362,259)
(324,165)
(739,920)
(552,172)
(987,994)
(419,146)
(317,791)
(112,669)
(46,306)
(397,918)
(423,790)
(966,144)
(146,262)
(325,642)
(207,12)
(75,229)
(518,161)
(76,822)
(887,256)
(316,175)
(464,437)
(375,508)
(543,977)
(428,999)
(261,733)
(511,121)
(772,818)
(406,971)
(650,38)
(486,186)
(856,799)
(120,892)
(412,246)
(195,141)
(67,895)
(384,840)
(538,907)
(784,145)
(391,43)
(474,486)
(257,390)
(990,915)
(404,507)
(593,205)
(867,179)
(509,44)
(927,697)
(221,562)
(528,960)
(515,761)
(351,290)
(506,792)
(26,960)
(944,655)
(217,546)
(488,789)
(983,731)
(908,975)
