(753,377)
(499,479)
(15,268)
(61,235)
(423,331)
(328,81)
(845,478)
(334,677)
(565,15)
(668,37)
(204,976)
(933,856)
(360,796)
(614,978)
(319,139)
(477,725)
(532,521)
(986,868)
(43,631)
(192,193)
(986,450)
(126,647)
(782,525)
(522,724)
(464,899)
(688,527)
(719,356)
(444,804)
(857,973)
(406,283)
(117,684)
(867,111)
(463,436)
(102,146)
(427,998)
(114,111)
(375,152)
(688,145)
(270,386)
(400,96)
(944,825)
(858,556)
(497,523)
(654,250)
(576,587)
(542,36)
(388,216)
(54,200)
(160,599)
(488,74)
(957,772)
(436,948)
(242,665)
(401,600)
(329,822)
(812,134)
(41,922)
(713,448)
(419,468)
(150,847)
(413,821)
(907,789)
(342,114)
(25,38)
(323,518)
(497,680)
(715,466)
(759,173)
(50,378)
(345,375)
(235,652)
(463,934)
(493,795)
(717,512)
(351,473)
(10,570)
(643,492)
(564,437)
(830,736)
(295,163)
(850,812)
(886,469)
(756,378)
(411,87)
(670,361)
(222,160)
(607,398)
(397,287)
(602,329)
(31,211)
(255,630)
(83,20)
(545,194)
(469,464)
(617,210)
(213,862)
(833,579)
(245,329)
(626,933)
(676,772)
(466,386)
(613,167)
(166,292)
(311,521)
(21,966)
(604,783)
(944,312)
(578,465)
(789,438)
(851,889)
(68,632)
(431,37)
(419,975)
(82,823)
(894,222)
(197,126)
(918,21)
(401,298)
(971,423)
(140,266)
(154,677)
(352,18)
(541,192)
(581,503)
(622,782)
(319,744)
(722,213)
(759,689)
(272,669)
(928,470)
(69,489)
(280,35)
(153,321)
(323,872)
(304,630)
(923,239)
(975,11)
(97,169)
(732,262)
(949,129)
(413,155)
(222,676)
(993,74)
(605,743)
(907,123)
(496,409)
(887,721)
(714,3)
(436,794)
(490,109)
(973,581)
(811,164)
(765,57)
(139,269)
(998,256)
(228,356)
(286,715)
(116,551)
(801,663)
(635,231)
(829,990)
(952,652)
(114,370)
(840,182)
(277,733)
(383,86)
(600,93)
(259,883)
(200,141)
(465,286)
(913,989)
(228,221)
(452,365)
(534,831)
(83,895)
(233,583)
(851,605)
(573,740)
(909,308)
(650,633)
(435,141)
(677,843)
(349,394)
(900,744)
(198,332)
(210,297)
(456,767)
(477,561)
(377,56)
(196,408)
(880,933)
(412,926)
(163,896)
(159,517)
(758,916)
(204,241)
(449,844)
(804,138)
(764,191)
(834,426)
(610,142)
(615,876)
(779,490)
(936,303)
(574,606)
(579,56)
(716,290)
(521,469)
(944,5)
(494,186)
(433,594)
(595,903)
(957,761)
(576,661)
(930,744)
(465,308)
(8,51)
(866,979)
(779,355)
(298,140)
(508,526)
(101,111)
(232,442)
(876,126)
(179,952)
(235,111)
(832,986)
(365,468)
(920,461)
(625,791)
(388,955)
(439,283)
(628,33)
(750,157)
(856,306)
(539,230)
(436,119)
(173,145)
(622,246)
(42,992)
(94,99)
(573,344)
(340,658)
(197,749)
(920,61)
(739,651)
(97,671)
(709,372)
(176,812)
(126,716)
(830,918)
(84,747)
(865,0)
(603,479)
(334,193)
(332,412)
(207,390)
(107,730)
(78,932)
(863,704)
(216,228)
(231,756)
(329,761)
(375,639)
(29,896)
(509,966)
(294,147)
(356,369)
(550,509)
(857,4)
(795,29)
(227,740)
(699,52)
(827,912)
(432,135)
(878,63)
(690,3)
(259,311)
(910,510)
(951,44)
(619,617)
(541,289)
(633,381)
(215,393)
(674,669)
(334,997)
(704,670)
(21,537)
(681,943)
(160,39)
(947,675)
(540,171)
(404,903)
(556,134)
(64,727)
(327,948)
(455,487)
(252,954)
(969,726)
(130,803)
(389,160)
(448,874)
(161,125)
(950,465)
(206,38)
(541,257)
(937,117)
(122,444)
(854,577)
(849,800)
(898,940)
(106,189)
(494,432)
(752,715)
(983,242)
(466,370)
(39,37)
(614,125)
(424,382)
(950,559)
(759,601)
(603,851)
(959,397)
(130,924)
(964,750)
(966,27)
(757,271)
(932,34)
(933,753)
(541,149)
(70,900)
(171,714)
(888,611)
(804,788)
(795,392)
(445,32)
(11,594)
(914,102)
(449,2)
(798,830)
(867,8)
(762,480)
(837,156)
(816,600)
(839,840)
(460,444)
(48,490)
(886,695)
(656,755)
(468,128)
(685,800)
(907,745)
(212,369)
(28,786)
(522,284)
(174,333)
(426,396)
(293,284)
(894,412)
(218,757)
(920,940)
(313,537)
(874,833)
(726,837)
(939,145)
(340,234)
(940,397)
(480,394)
(208,838)
(634,34)
(318,490)
(415,404)
(202,269)
(764,656)
(560,917)
(11,171)
(999,949)
(207,393)
(100,267)
(603,64)
(68,296)
(551,539)
(858,174)
(306,762)
(871,391)
(268,250)
(319,561)
(211,381)
(904,168)
(476,374)
(119,792)
(343,784)
(522,926)
(214,773)
(217,141)
(453,390)
(177,733)
(900,45)
(886,537)
(986,234)
(900,948)
(155,733)
(456,306)
(381,630)
(2,225)
(645,578)
(925,394)
(75,322)
(262,148)
(273,724)
(602,244)
(153,906)
(905,25)
(270,408)
(776,378)
(688,167)
(122,820)
(119,266)
(372,294)
(248,249)
(224,130)
(381,760)
(696,772)
(25,842)
(156,4)
(590,107)
(501,206)
(155,710)
(657,26)
(114,16)
(511,735)
(936,390)
(400,1)
(329,853)
(268,92)
(600,175)
(754,233)
(375,66)
(418,702)
(729,158)
(151,181)
(266,833)
(687,817)
(795,768)
(901,926)
(866,819)
(688,553)
(763,556)
(958,148)
(448,571)
(262,152)
(890,395)
(726,36)
(672,819)
(22,548)
(967,727)
(26,698)
(678,206)
(711,392)
(648,214)
(690,607)
(652,590)
(939,18)
