(346,139)
(174,194)
(376,0)
(395,251)
(321,213)
(368,145)
(432,300)
(24,344)
(267,358)
(498,263)
(25,187)
(496,339)
(429,11)
(454,193)
(278,98)
(106,13)
(237,353)
(252,216)
(9,355)
(130,236)
(344,70)
(144,381)
(153,210)
(67,27)
(396,364)
(222,62)
(492,161)
(440,123)
(496,469)
(312,230)
(195,221)
(75,165)
(295,168)
(475,373)
(373,236)
(218,460)
(97,161)
(7,115)
(158,284)
(106,246)
(65,394)
(226,348)
(142,187)
(384,367)
(412,209)
(415,363)
(447,14)
(113,425)
(13,325)
(436,13)
(284,401)
(113,272)
(228,222)
(26,276)
(108,175)
(434,336)
(164,484)
(268,294)
(460,492)
(255,230)
(42,95)
(196,171)
(279,187)
(50,364)
(468,450)
(468,468)
(47,456)
(434,475)
(421,127)
(456,224)
(377,205)
(7,105)
(437,94)
(432,415)
(37,2)
(327,231)
(362,436)
(426,448)
(171,487)
(465,430)
(392,455)
(369,313)
(365,361)
(338,353)
(461,167)
(59,282)
(387,376)
(175,57)
(135,420)
(426,75)
(176,67)
(328,164)
(215,394)
(395,208)
(394,392)
(328,29)
(359,142)
(406,375)
(76,320)
(455,97)
(234,376)
(120,363)
(433,356)
(385,41)
(293,452)
(326,248)
(346,455)
(304,220)
(20,43)
(315,467)
(338,51)
(81,309)
(228,90)
(491,64)
(328,415)
(282,308)
(3,475)
(34,490)
(40,384)
(448,358)
(229,427)
(287,270)
(17,19)
(253,137)
(349,74)
(396,433)
(206,25)
(27,459)
(495,137)
(380,336)
(337,136)
(310,109)
(345,76)
(209,63)
(383,206)
(264,7)
(268,395)
(136,96)
(434,37)
(438,7)
(481,386)
(430,21)
(81,272)
(168,2)
(48,95)
(333,106)
(428,87)
(328,158)
(59,388)
(195,388)
(440,326)
(267,26)
(445,14)
(342,178)
(146,1)
(460,426)
(302,379)
(24,124)
(290,423)
(388,428)
(429,447)
(334,57)
(227,321)
(205,181)
(426,140)
(159,452)
(78,378)
(470,493)
(149,258)
(394,107)
(171,26)
(283,267)
(475,288)
(321,141)
(401,259)
(160,294)
(45,75)
(105,364)
(459,447)
(119,271)
(215,68)
(163,152)
(243,422)
(0,36)
(54,254)
(159,447)
(49,422)
(158,100)
(308,35)
(320,18)
(250,457)
(449,239)
(90,477)
(334,456)
(167,190)
(405,80)
(381,131)
(94,47)
(117,207)
(479,132)
(276,456)
(290,363)
(66,79)
(168,99)
(490,159)
(370,490)
(377,358)
(133,16)
(240,380)
(157,373)
(457,485)
(84,160)
(383,307)
(189,176)
(135,205)
(143,218)
(216,50)
(181,321)
(115,483)
(330,328)
(199,235)
(5,342)
(394,312)
(376,124)
(136,26)
(222,465)
(226,374)
(136,44)
(133,164)
(45,280)
(482,52)
(319,272)
(329,66)
(432,51)
(299,452)
(259,245)
(1,120)
(396,241)
(428,44)
(47,334)
(368,417)
(385,73)
(28,339)
(424,168)
(394,316)
(287,190)
(250,150)
(233,228)
(146,178)
(471,374)
(111,476)
(203,321)
(237,234)
(208,436)
(398,151)
(59,75)
(439,445)
(106,406)
(333,296)
(83,23)
(227,296)
(49,137)
(295,278)
(458,76)
(169,211)
(351,188)
(232,258)
(496,444)
(0,137)
(340,47)
(179,377)
(146,429)
(394,176)
(404,68)
(298,59)
(366,361)
(225,93)
(134,82)
(289,495)
(369,375)
(317,423)
(33,426)
(422,387)
(200,450)
(451,270)
(400,66)
(179,354)
(145,352)
(365,117)
(69,204)
(99,92)
(113,265)
(369,343)
(186,263)
(147,253)
(41,281)
(298,184)
(423,444)
(110,371)
(253,289)
(8,360)
(424,427)
(202,472)
(287,31)
(235,231)
(157,339)
(142,287)
(173,27)
(64,120)
(377,351)
(296,363)
(108,163)
(62,434)
(461,192)
(482,126)
(220,224)
(347,194)
(243,454)
(69,347)
(180,44)
(196,406)
(156,333)
(223,243)
(23,78)
(118,59)
(95,368)
(457,37)
(491,188)
(331,59)
(231,121)
(187,33)
(372,344)
(124,13)
(353,74)
(376,85)
(390,1)
(472,40)
(43,15)
(141,358)
(5,168)
(112,160)
(312,185)
(65,57)
(485,360)
(113,479)
(186,374)
(34,335)
(281,444)
(57,318)
(122,209)
(295,217)
(339,323)
(479,483)
(24,168)
(7,97)
(290,278)
(274,459)
(215,382)
(44,253)
(379,234)
(408,41)
(262,332)
(286,262)
(423,258)
(366,309)
(454,102)
(94,375)
(88,63)
(445,44)
(326,191)
(320,40)
(360,85)
(8,448)
(474,345)
(79,499)
(75,465)
(183,327)
(477,270)
(360,350)
(62,37)
(83,69)
(220,56)
(11,62)
(107,435)
(350,440)
(495,13)
(106,70)
(16,24)
(462,101)
(362,270)
(419,386)
(236,292)
(250,465)
(140,77)
(109,355)
(149,162)
(223,111)
(71,81)
(274,4)
(252,394)
(4,418)
(13,387)
(136,219)
(3,193)
